brand,colorway,gender,name,title,releaseDate,retailPrice,belowRetail,shoe,missingData
Nike,Black/Black-White-Varsity Red,men,Bred,Nike SB Dunk High Bred,2018-11-23 23:59:59,110,True,Nike SB Dunk High,False
Nike,Black/White-Spirit Teal-Gum Light Brown,men,Supreme Black,Nike SB Gato Supreme Black,2018-08-30 23:59:59,110,False,Nike SB Gato,False
adidas,Cloud White/Unity Purple/Clear Lilac,men,Dragon Ball Z Frieza,adidas Yung-1 Dragon Ball Z Frieza,2018-09-29 23:59:59,150,False,adidas Yung-1,False
Jordan,Black/Black-Metallic Gold,women,Rox Brown (W),Jordan 1 Retro High Rox Brown (W),2018-12-12 23:59:59,160,False,Jordan 1 Retro High,False
Jordan,College Navy/University Red-Sail,men,International Flight,Jordan 12 Retro International Flight,2018-09-08 23:59:59,200,True,Jordan 12 Retro,False
adidas,Core Black/Carbon/Footwear White,men,Core Black Carbon,adidas NMD R1 Core Black Carbon,2018-02-01 23:59:59,130,True,adidas NMD R1,False
Nike,White/White-White,men,John Elliott White,Air Force 1 Low John Elliott White,2018-10-13 23:59:59,150,True,Air Force 1 Low,False
Jordan,Black/Black-Varsity Red,men,Elephant Print Bred,Jordan Legacy 312 Elephant Print Bred,2019-01-01 23:59:59,150,True,Jordan Legacy 312,False
adidas,Core Black/Core Black/Silver Metallic,men,Silver Medal (2018),adidas Ultra Boost 2.0 Silver Medal (2018),2018-10-19 23:59:59,200,True,adidas Ultra Boost 2.0,False
Nike,White/Wolf Grey-Black,men,White Wolf Grey,Air Max 97 White Wolf Grey,2017-08-01 23:59:59,160,True,Air Max 97,False
adidas,Cloud White/Core Black/Shock Pink,men,Breast Cancer Awareness,adidas Ultra Boost 4.0 Breast Cancer Awareness,2018-09-01 23:59:59,180,True,adidas Ultra Boost 4.0,False
Jordan,White/White-White,men,Pure White (2018),Jordan 3 Retro Pure White (2018),2018-07-21 23:59:59,190,True,Jordan 3 Retro,False
Nike,Black/Total Orange-Sail,men,Carhartt WIP Camo,Air Max 95 Carhartt WIP Camo,2018-12-06 23:59:59,170,True,Air Max 95,False
Jordan,Sail/Metallic Gold-Phantom-University Red,men,Future of Flight,Jordan XXXIII Future of Flight,2018-10-18 23:59:59,175,True,Jordan XXXIII,False
Jordan,Hot Punch/Black-Volt,women,Hot Punch (W),Jordan 4 Retro Hot Punch (W),2018-01-19 23:59:59,190,True,Jordan 4 Retro,False
Jordan,Black/University Red-Anthracite,men,Bred Patent,Jordan 9 Retro Bred Patent,2018-03-10 23:59:59,190,False,Jordan 9 Retro,False
Nike,Black/White-Dark Grey,men,A Cold Wall Black,Air Force 1 Low A Cold Wall Black,2018-12-21 23:59:59,190,False,Air Force 1 Low,False
Jordan,Sail/Black-Varsity Maize,men,"Not for Resale" Varsity Maize,Jordan 1 Retro High "Not for Resale" Varsity Maize,2018-11-14 23:59:59,160,False,Jordan 1 Retro High,False
Jordan,Gym Red/Black-White,child,Gym Red Black (GS),Jordan 1 Mid Gym Red Black (GS),2018-06-01 23:59:59,90,True,Jordan 1 Mid,False
Jordan,Turbo Green/Black-Hyper Pink-Orange Peel,child,South Beach (GS),Jordan 1 Mid South Beach (GS),2018-10-01 23:59:59,90,False,Jordan 1 Mid,False
adidas,Cloud White/Active Red/Chalk White,men,Cloud White Active Red,adidas Ultra Boost 4.0 Cloud White Active Red,2018-12-04 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Obsidian/Obsidian-Obsidian-Obsidian,women,Obsidian Glitter (W),Air Foamposite One Obsidian Glitter (W),2018-12-14 23:59:59,230,True,Air Foamposite One,False
Jordan,White/White-Sunblush-Black,child,Sunblush (GS),Jordan 5 Retro Sunblush (GS),2017-09-02 23:59:59,140,True,Jordan 5 Retro,False
Nike,Hot Punch/Lime Blast-Pure Platinum,men,EYBL,KD 11 EYBL,2018-07-12 23:59:59,150,True,KD 11,False
adidas,Core Black/Metallic Gold,men,Gold Medal,adidas Ultra Boost 2.0 Gold Medal,1970-01-01 23:59:59,200,True,adidas Ultra Boost 2.0,False
Jordan,Diffused Blue/Court Purple-Diffused Blue,men,Diffused Blue,Jordan 6 Retro Diffused Blue,2018-12-22 23:59:59,190,True,Jordan 6 Retro,False
Nike,White/Habanero Red-Green Shock-Blue Hero,men,Doernbecher (2018),Nike Zoom Fly Doernbecher (2018),2018-12-14 23:59:59,170,False,Nike Zoom Fly,False
Jordan,White/University Blue,men,University Blue (2017),Jordan 11 Retro Low University Blue (2017),2017-04-15 23:59:59,175,False,Jordan 11 Retro Low,False
Jordan,White/New Emerald-Grape Ice-Black,men,Grape Fresh Prince,Jordan 5 Retro Grape Fresh Prince,2018-09-25 23:59:59,190,False,Jordan 5 Retro,False
Nike,Green Mist/Linen-Summit White,men,Undercover Green Mist,Nike React Element 87 Undercover Green Mist,2018-09-13 23:59:59,180,False,Nike React Element 87,False
Nike,Black/Black-Anthracite,men,Triple Black,Nike Zoom Fly Triple Black,2017-11-01 23:59:59,150,True,Nike Zoom Fly,False
Nike,Wolf Grey/Multi-Color,child,Playstation Wolf Grey (GS),Nike PG 2.5 Playstation Wolf Grey (GS),2018-12-01 23:59:59,90,True,Nike PG 2.5,False
Jordan,White/Black-Concord,child,Concord 2018 (PS),Jordan 11 Retro Concord 2018 (PS),2018-12-08 23:59:59,90,True,Jordan 11 Retro,False
Nike,Black/Varsity Red-Metallic Gold-White,men,Black Metallic Gold,Air Max 97 Black Metallic Gold,2018-11-09 23:59:59,180,True,Air Max 97,False
Jordan,Black/Metallic Gold-Summit White,men,City of Flight,Jordan 1 Retro High City of Flight,2018-01-10 23:59:59,160,True,Jordan 1 Retro High,False
Nike,Black/Aurora Green-Cool Grey,men,Black Aurora Green,Nike React Element 55 Black Aurora Green,2018-09-29 23:59:59,130,True,Nike React Element 55,False
Converse,Parchment/Egret-Black,men,70s Hi Golf Le Fleur Parchment,Converse Chuck Taylor All-Star 70s Hi Golf Le Fleur Parchment,2018-11-15 23:59:59,100,False,Converse Chuck Taylor All-Star,False
Jordan,Dark Shadow/True Red-Black,men,Shadow (2018),Jordan 10 Retro Shadow (2018),2018-04-21 23:59:59,190,True,Jordan 10 Retro,False
Nike,Black/Black-Metallic Gold,men,Black Gold (2018),LeBron 3 Black Gold (2018),2018-12-20 23:59:59,175,True,LeBron 3,False
Nike,Black/White-Gym Red,men,Kendrick Lamar TDE the Championship,Nike Cortez Kenny 3 Kendrick Lamar TDE the Championship,2018-06-22 23:59:59,100,False,Nike Cortez Kenny 3,False
Nike,Metallic Gold/Varsity Red-White-Back,men,Metallic Gold (2018),Air Max 97 Metallic Gold (2018),2018-05-18 23:59:59,160,False,Air Max 97,False
Jordan,White/Black-Emerald Rise,child,Iridescent (GS),Jordan 11 Retro Low Iridescent (GS),2018-03-31 23:59:59,130,False,Jordan 11 Retro Low,False
adidas,Orange/Collegiate Royal/Hi-Res Red,men,Dragon Ball Z Son Goku,adidas ZX 500 Dragon Ball Z Son Goku,2018-09-29 23:59:59,170,False,adidas ZX 500,False
adidas,Noble Ink/Bold Yellow/Footwear White,men,Pharrell Multi-Color,adidas Human Race NMD Pharrell Multi-Color,2017-11-11 23:59:59,240,True,adidas Human Race NMD,False
Nike,White/White-Game Royal-University Red,men,De Lo Mio,Air Force 1 Low De Lo Mio,2018-11-17 23:59:59,165,False,Air Force 1 Low,False
Nike,Black/Black-Cone-White,men,Off-White Black,Air Max 90 Off-White Black,None,160,False,Air Max 90,False
Nike,Black/Cone-Black-White,men,Off-White Black,Air Max 97 Off-White Black,2018-10-18 23:59:59,190,False,Air Max 97,False
Jordan,Black/Cone-Light Bone,men,Black Cone (GS),Jordan 1 Mid Black Cone (GS),2018-09-15 23:59:59,90,True,Jordan 1 Mid,False
Puma,Puma Black/Puma Black/Puma White,men,Black,Puma Thunder Spectra Black,2018-04-28 23:59:59,120,True,Puma Thunder Spectra,False
Nike,Deep Royal Blue/Clear-Light Photo Blue-White-University Red,women,Doernbecher 2018 (W),Air Force 1 Low Doernbecher 2018 (W),2018-12-14 23:59:59,90,False,Air Force 1 Low,False
Nike,Black/Court Purple-Dark Atomic Teal,men,Carnivore,Air Force 270 Carnivore,2018-05-18 23:59:59,160,True,Air Force 270,False
Nike,White/White-Black-Tour Yellow,child,White Black (GS),Air Force 1 Low Utility White Black (GS),2018-11-01 23:59:59,85,False,Air Force 1 Low Utility,False
adidas,Grey Two/Grey Two/Core Black,men,Grey Two,adidas Ultra Boost 4.0 Grey Two,2017-11-17 23:59:59,180,True,adidas Ultra Boost 4.0,False
Jordan,White/Midnight Navy-Ginger-Light Bone-White,men,Trainer 3 Medicine Ball,Jordan Legacy 312 Trainer 3 Medicine Ball,2018-08-11 23:59:59,160,True,Jordan Legacy 312,False
Nike,Black/White,men,Overbranding Black,Air VaporMax Plus Overbranding Black,2018-11-21 23:59:59,190,True,Air VaporMax Plus,False
Nike,White/White-White,men,Skeleton Halloween (2018),Air Force 1 Low Skeleton Halloween (2018),2018-10-31 23:59:59,130,False,Air Force 1 Low,False
Nike,Black/Midnight Navy-Neptune Green,men,Black Neptune Green,Nike React Element 87 Black Neptune Green,2018-10-11 23:59:59,160,True,Nike React Element 87,False
Nike,Bright Citron/Black-Black,men,Bright Citron,Air Max 97 Bright Citron,2018-12-01 23:59:59,170,True,Air Max 97,False
Nike,Lakeside/Electric Yellow-Night Maroon,men,Undercover Lakeside,Nike React Element 87 Undercover Lakeside,2018-09-13 23:59:59,180,True,Nike React Element 87,False
Jordan,Black/Metallic Gold-White,men,Royalty,Jordan 4 Retro Royalty,2017-02-04 23:59:59,190,False,Jordan 4 Retro,False
Jordan,Gym Red/Black-White,men,Gym Red,Jordan 12 Retro Gym Red,2016-07-02 23:59:59,190,False,Jordan 12 Retro,False
Jordan,White/Metallic Silver-Pure Platinum,men,Pure Money (2017),Jordan 4 Retro Pure Money (2017),2017-05-13 23:59:59,190,False,Jordan 4 Retro,False
adidas,Grey/Black/White,men,Game of Thrones Nights Watch,adidas Ultra Boost 4.0 Game of Thrones Nights Watch,None,200,False,adidas Ultra Boost 4.0,False
Converse,Egret/Black-Multi,men,70s Hi Brain Dead,Converse Chuck Taylor All-Star 70s Hi Brain Dead,2018-10-26 23:59:59,110,False,Converse Chuck Taylor All-Star,False
Nike,Voltage Purple/Voltage Purple,men,Concepts Purple Lobster (Special Packaging),Nike SB Dunk Low Concepts Purple Lobster (Special Packaging),2018-12-14 23:59:59,130,False,Nike SB Dunk Low,False
Nike,Ice Blue/Sail-Hyper Turquoise,men,Easter (2018),Air Force 1 Low Easter (2018),2018-05-25 23:59:59,130,True,Air Force 1 Low,False
Jordan,Black/Dark Concord-White,men,Black Dark Concord,Jordan 1 Mid Black Dark Concord,2018-12-01 23:59:59,110,True,Jordan 1 Mid,False
Nike,White/Photo Blue-Wolf Grey-Black,men,Think 16 (Thunderstruck),KD 4 Think 16 (Thunderstruck),2018-06-07 23:59:59,140,True,KD 4,False
Vans,Black,men,NASA Space Voyager Black,Vans Sk8-Hi MTE NASA Space Voyager Black,2018-11-02 23:59:59,110,True,Vans Sk8-Hi MTE,False
Nike,Sail/Midnight Navy-Gum Yellow,men,J Crew Sail Midnight Navy,Nike Killshot 2 J Crew Sail Midnight Navy,2017-02-25 23:59:59,90,False,Nike Killshot 2,False
Nike,Black/Black-Deep Red,men,Skepta,Air Max Deluxe Skepta,2018-09-08 23:59:59,190,True,Air Max Deluxe,False
Jordan,White/Black-Volt-Vivid Blue-Wolf Grey,men,Command Force Volt,Jordan Legacy 312 Command Force Volt,2018-08-11 23:59:59,160,True,Jordan Legacy 312,False
Nike,Wolf Grey/White-Dark Grey-Sail,men,Wolf Grey,Air Force 270 Wolf Grey,2018-03-22 23:59:59,160,True,Air Force 270,False
adidas,White/White,men,White Reflective,adidas Ultra Boost 2.0 White Reflective,2016-10-26 23:59:59,200,True,adidas Ultra Boost 2.0,False
Nike,Team Orange/Black-Multi-Color,men,Day of the Dead,Kyrie 4 Day of the Dead,2018-11-01 23:59:59,130,True,Kyrie 4,False
Puma,Puma White/Puma Royal-High Risk Red,men,Toys White,Puma RS-X Toys White,2018-12-02 23:59:59,115,False,Puma RS-X,False
Nike,White/White/Black,men,DSM White,Air Force 1 Low Retro DSM White,2018-12-20 23:59:59,130,False,Air Force 1 Low Retro,False
Jordan,Fire Red/Summit White-Black,women,Fire Red Singles Day 2018 (W),Jordan 4 Retro Fire Red Singles Day 2018 (W),2018-11-11 23:59:59,190,True,Jordan 4 Retro,False
Nike,Black/Volt-Medium Ash-Dark Pewter-Dust-Granite,men,Neon,Air VaporMax 95 Neon,2018-08-16 23:59:59,190,True,Air VaporMax 95,False
Nike,White/Black-Tour Yellow,men,White Black,Air Force 1 Mid Utility White Black,2018-11-01 23:59:59,115,False,Air Force 1 Mid Utility,False
adidas,,men,ATR Glow in the Dark,adidas Ultra Boost 2.0 ATR Glow in the Dark,2016-09-28 23:59:59,180,True,adidas Ultra Boost 2.0,False
Nike,Dark Obsidian/Cobalt Tint-Ocean Bliss,men,Dark Obsidian Crepe Sole,Air Max 1 Dark Obsidian Crepe Sole,2018-11-15 23:59:59,150,True,Air Max 1,False
adidas,Core Black/Core Black/Core Black,men,Gore-Tex Triple Black,adidas NMD TS1 Gore-Tex Triple Black,2018-09-06 23:59:59,230,True,adidas NMD TS1,False
Jordan,Light Smoke Grey/Black-University Red-White,men,Light Smoke Grey,Jordan 10 Retro Light Smoke Grey,2018-07-28 23:59:59,190,True,Jordan 10 Retro,False
Nike,Black/Chamois-Sky Blue-Hyper Blue,men,OG Hyper Blue (2018),Air Max Plus OG Hyper Blue (2018),2018-12-22 23:59:59,160,False,Air Max Plus,False
Nike,Summit White/Summit White-Oil Grey,women,Marble (W),Air Foamposite One Marble (W),2018-08-31 23:59:59,230,True,Air Foamposite One,False
Nike,Black/Night Purple-Vivid Purple,men,Midnight Purple,Air VaporMax 2 Midnight Purple,2018-11-23 23:59:59,190,True,Air VaporMax 2,False
Asics,Blue/Blue,men,Atmos World Map,Asics Gel-Lyte III Atmos World Map,2018-11-23 23:59:59,150,False,Asics Gel-Lyte III,False
Nike,Rust Pink/Storm Pink-Pink Tint,women,Rust Pink (W),Air VaporMax 2 Rust Pink (W),2018-07-13 23:59:59,190,False,Air VaporMax 2,False
Jordan,Court Purple/Black-Sail,child,Court Purple (GS),Jordan 1 Retro High Court Purple (GS),2018-09-22 23:59:59,120,False,Jordan 1 Retro High,False
adidas,Pink Glow/Flash Green/Lab Purple,men,Pharrell Holi Festival (Pink Glow),adidas Human Race NMD Pharrell Holi Festival (Pink Glow),2018-03-16 23:59:59,250,True,adidas Human Race NMD,False
Vans,White/Black,men,Disney Mickey's Birthday,Vans Authentic Disney Mickey's Birthday,2018-10-05 23:59:59,65,True,Vans Authentic,False
Nike,Black/Dynamic Yellow,men,Black Dynamic Yellow,SF Air Force 1 High Black Dynamic Yellow,2018-06-01 23:59:59,180,True,SF Air Force 1 High,False
Jordan,Black/Light Concord-Aloe Verde,child,Tinker Air Raid (GS),Jordan 8 Retro Tinker Air Raid (GS),2018-12-22 23:59:59,140,True,Jordan 8 Retro,False
Jordan,Pink Foam/Black-White,child,Pink Foam (GS),Jordan 1 Mid Pink Foam (GS),2019-01-01 23:59:59,90,False,Jordan 1 Mid,False
Vans,Marshmallow/Racing Red,men,Marshmallow Racing Red,Vans Style 36 Marshmallow Racing Red,2017-01-01 23:59:59,75,False,Vans Style 36,False
Converse,Apricot/Baked Apple-Black,men,70s Ox Undefeated Varsity Jacket,Converse Chuck Taylor All-Star 70s Ox Undefeated Varsity Jacket,2018-12-15 23:59:59,120,True,Converse Chuck Taylor All-Star,False
adidas,Dark Green/Cloud White/Collegiate Orange,men,Miami Hurricanes,adidas Ultra Boost 4.0 Miami Hurricanes,2018-12-02 23:59:59,180,True,adidas Ultra Boost 4.0,False
Jordan,Black/True Red-Light Olive,men,Olive,Jordan 13 Retro Olive,2018-01-20 23:59:59,190,True,Jordan 13 Retro,False
Jordan,Black/Varsity Red-Black,men,Last Shot (2018),Jordan 14 Retro Last Shot (2018),2018-06-14 23:59:59,190,True,Jordan 14 Retro,False
Puma,Yellow/Grey-Bumblebee,men,Transformers Bumblebee,Puma RS-X Transformers Bumblebee,2018-11-22 23:59:59,None,False,Puma RS-X,False
Nike,White/White-Black,men,Glow-In-The-Dark (2018),Nike Zoom Rookie Glow-In-The-Dark (2018),2018-12-14 23:59:59,210,True,Nike Zoom Rookie,False
Puma,White/Red-Blue,men,Transformers Optimus Prime,Puma RS-X Transformers Optimus Prime,2018-11-22 23:59:59,None,False,Puma RS-X,False
Jordan,Golden Harvest/Golden Harvest-Sail,men,Wheat,Jordan 6 Retro Wheat,2017-11-24 23:59:59,190,True,Jordan 6 Retro,False
adidas,Bold Blue/Red/Glow,men,Engineered Garments,adidas Ultra Boost 1.0 Engineered Garments,2018-10-20 23:59:59,250,True,adidas Ultra Boost 1.0,False
Nike,Wolf Grey/White-Light Retro,men,Marty McFly,Nike Dunk SB Low Marty McFly,2015-05-22 23:59:59,100,False,Nike Dunk SB Low,False
Jordan,Cool Grey/Wolf Grey-Cool Grey,men,Cool Grey,Jordan 8 Retro Cool Grey,2017-08-26 23:59:59,190,True,Jordan 8 Retro,False
Nike,Black/Black-Metallic Gold,men,Black Metallic Gold,Air VaporMax 2019 Black Metallic Gold,2019-01-10 23:59:59,190,True,Air VaporMax 2019,False
Jordan,Off White/New Maroon,men,Maroon (2015),Jordan 6 Retro Maroon (2015),2015-12-05 23:59:59,220,True,Jordan 6 Retro,False
Jordan,White/Emerald-New Grape-Ice Blue,men,Grape (2013),Jordan 5 Retro Grape (2013),2013-05-04 23:59:59,160,False,Jordan 5 Retro,False
Jordan,Black/Metallic Silver-White,men,Barons,Jordan 11 Retro Low Barons,2017-05-27 23:59:59,175,False,Jordan 11 Retro Low,False
Revenge X Storm,Blue,men,Blue,Revenge X Storm Low Top Blue,2017-11-04 23:59:59,None,False,Revenge X Storm Low Top,False
Revenge X Storm,Black,men,Black (with Flames),Revenge X Storm Low Top Black (with Flames),2018-03-22 23:59:59,200,False,Revenge X Storm Low Top,False
adidas,Cloud White/Chalk White/Active Red,men,Cloud White Active Red,adidas Ultra Boost 2019 Cloud White Active Red,2018-12-15 23:59:59,180,False,adidas Ultra Boost 2019,False
Nike,White/Black-Stealth,men,Cav Empt White,Air Max 95 Cav Empt White,2019-01-10 23:59:59,200,False,Air Max 95,False
Jordan,White/Black-Concord,men,Concord,Jordan 11 Retro Low Concord,2014-05-03 23:59:59,150,False,Jordan 11 Retro Low,False
Jordan,Gym Red/Black-Summit White,child,Bred Toe (GS),Jordan 1 Retro High Bred Toe (GS),2018-02-24 23:59:59,120,False,Jordan 1 Retro High,False
Jordan,White/Varsity Red/Black,men,Black Toe (2016),Jordan 1 Retro Black Toe (2016),2016-11-05 23:59:59,160,False,Jordan 1 Retro,False
adidas,Core Black/Footwear White/Footwear White,men,Pharrell Oreo,adidas Human Race NMD Pharrell Oreo,2017-11-11 23:59:59,240,False,adidas Human Race NMD,False
Jordan,Black/Gamma Blue-Varsity Maize,men,Gamma Blue,Jordan 11 Retro Gamma Blue,2013-12-21 23:59:59,185,False,Jordan 11 Retro,False
Jordan,White/Varsity Red-Black,men,Chicago (2015),Jordan 1 Retro Chicago (2015),2015-05-30 23:59:59,160,False,Jordan 1 Retro,False
Jordan,White/White,men,Off-White White,Jordan 1 Retro High Off-White White,2018-03-03 23:59:59,190,False,Jordan 1 Retro High,False
Nike,White/White-White,men,Triple White,Nike Shox Gravity Triple White,2018-04-01 23:59:59,150,True,Nike Shox Gravity,False
Vans,Red/Black,men,Marvel Deadpool,Vans Sk8-Hi Marvel Deadpool,2018-06-08 23:59:59,75,True,Vans Sk8-Hi,False
Nike,White/Ultramarine-Solar Red,men,Ultramarine (2018),Air Max 180 Ultramarine (2018),2018-02-02 23:59:59,130,True,Air Max 180,False
Nike,Light Cream/Thunderstorm-Black-Light Cream,men,Light Cream Thunderstorm,Nike SB Dunk Low Light Cream Thunderstorm,2018-12-10 23:59:59,95,True,Nike SB Dunk Low,False
Nike,Team Orange/Black-Tour Yellow-White,men,Team Orange,Air Force 1 Low Utility Team Orange,2018-11-05 23:59:59,100,False,Air Force 1 Low Utility,False
Nike,White/White,women,White 2018 (W),Air Force 1 Low White 2018 (W),2018-01-01 23:59:59,90,False,Air Force 1 Low,False
Nike,Team Red/Midnight Spruce,men,Jacket Pack,Air Max 97 Jacket Pack,2018-10-19 23:59:59,170,True,Air Max 97,False
adidas,Core Black/Core Black/Active Red,men,Black Multi-Color White Heel Cage,adidas Ultra Boost 4.0 Black Multi-Color White Heel Cage,2019-01-01 23:59:59,180,True,adidas Ultra Boost 4.0,False
Jordan,Sail/Racer Blue-Cone-Black,men,International Flight,Jordan 5 Retro International Flight,2018-08-25 23:59:59,190,True,Jordan 5 Retro,False
Nike,University Red/White-Black-Tour Yellow,men,University Red,Air Force 1 Mid Utility University Red,2018-11-01 23:59:59,115,False,Air Force 1 Mid Utility,False
adidas,Cloud White/Maroon/Maroon,men,Cloud White Maroon,adidas Ultra Boost 4.0 Cloud White Maroon,2018-12-02 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Barely Grey/Hot Punch-Black-White,men,Wolf Grey Hot Punch,Nike Zoom Pegasus 35 Turbo Wolf Grey Hot Punch,2018-07-19 23:59:59,180,True,Nike Zoom Pegasus 35 Turbo,False
Nike,Black/Metallic Gold-Medium Olive-Fauna Brown-Desert,men,Doernbecher (2018),Air Max 270 Doernbecher (2018),2018-12-14 23:59:59,150,False,Air Max 270,False
Nike,White/Chrome-Blue Tint,women,Chrome White (W),Air Foamposite One Chrome White (W),2018-01-25 23:59:59,230,True,Air Foamposite One,False
Jordan,White/White-Turbo Green-Neutral Grey,men,South Beach,Jordan 8 Retro South Beach,2018-10-13 23:59:59,190,True,Jordan 8 Retro,False
adidas,Cream White/Cream White,infant,Cream White Infant (I),adidas Yeezy Boost 350 V2 Cream White Infant (I),2017-04-29 23:59:59,140,False,adidas Yeezy Boost 350 V2,False
Jordan,White/True Red-Light Silver-Tourmaline,men,Hare (2015),Jordan 7 Retro Hare (2015),2015-05-16 23:59:59,190,True,Jordan 7 Retro,False
Nike,White/Habanero Red-Black,men,Supreme White,Nike Zoom Streak Spectrum Plus Supreme White,2018-06-14 23:59:59,160,False,Nike Zoom Streak Spectrum Plus,False
Jordan,Black/Game Royal-Matte Silver-White,men,Motorsports Alternate,Jordan 4 Retro Motorsports Alternate,2017-06-17 23:59:59,190,False,Jordan 4 Retro,False
Jordan,Black/Black-Metallic Silver-White,men,All Star 2017 "Chameleon",Jordan 1 Retro All Star 2017 "Chameleon",2017-02-19 23:59:59,175,False,Jordan 1 Retro,False
Jordan,Deep Royal Blue/White-Metallic Silver,men,Deep Royal Blue,Jordan 12 Retro Deep Royal Blue,2016-11-12 23:59:59,190,False,Jordan 12 Retro,False
Off-White,Black/White,men,Black,Off-White Vulc Low Black,2018-07-04 23:59:59,235,False,Off-White Vulc Low,False
Nike,Volt/University Red-Black-White,men,Undercover Volt,Nike React Element 87 Undercover Volt,2018-09-13 23:59:59,180,False,Nike React Element 87,False
adidas,Cream White/Running White/Running White,men,Pharrell Blank Canvas,adidas Human Race NMD Pharrell Blank Canvas,2018-02-23 23:59:59,250,False,adidas Human Race NMD,False
Nike,Bright Violet/Black-White-Total Orange,men,Bright Violet,Nike PG 1 Bright Violet,2017-12-01 23:59:59,110,True,Nike PG 1,False
adidas,Energy Ink/Energy Ink/Cloud White,men,Energy Ink,adidas NMD R1 Energy Ink,2018-08-01 23:59:59,140,True,adidas NMD R1,False
Nike,White/University Red-Summit White,men,Tokyo,Nike Zoom Fly Tokyo,2018-02-15 23:59:59,150,True,Nike Zoom Fly,False
Nike,Black/Black,men,Black/Black,Nike Air Force 1 '07 Black/Black,None,90,True,Nike Air Force 1 '07,False
Vans,80s Mickey/True White,men,Disney 80s Mickey,Vans Old Skool Disney 80s Mickey,2018-10-05 23:59:59,70,False,Vans Old Skool,False
Nike,Black/White-Cone-Black,toddler,Off-White Black White (I),Air Force 1 Low Off-White Black White (I),2018-12-19 23:59:59,50,False,Air Force 1 Low,False
adidas,Cloud White/Scarlet/Blue,men,Pharrell x Billionaire Boys Club,adidas Tennis Hu V2 Pharrell x Billionaire Boys Club,2018-10-20 23:59:59,130,True,adidas Tennis Hu V2,False
Jordan,Gym Red/White-Black,men,Chicago,Jordan 1 Mid Chicago,2018-03-20 23:59:59,110,True,Jordan 1 Mid,False
Nike,Black/Black-Black,men,Triple Black,Air Presto Essential Triple Black,2015-12-23 23:59:59,120,True,Air Presto Essential,False
Jordan,Black/Black-White,child,All Star 2017 "Chameleon" (GS),Jordan 6 Retro All Star 2017 "Chameleon" (GS),2017-02-17 23:59:59,180,True,Jordan 6 Retro,False
Nike,Black/Palm Green,men,Stussy,Nike SB Zoom Blazer Low Stussy,2018-12-08 23:59:59,85,False,Nike SB Zoom Blazer Low,False
Jordan,Black/University Gold-White,men,Reverse New Love,Jordan 1 Mid Reverse New Love,2018-06-15 23:59:59,110,True,Jordan 1 Mid,False
Jordan,White/Black-Hyper Pink,child,White Black Hyper Pink (GS),Jordan 1 Mid White Black Hyper Pink (GS),2018-07-01 23:59:59,90,False,Jordan 1 Mid,False
adidas,Core Black/Core Black/Running White,men,Gore-tex Black,adidas NMD CS1 Gore-tex Black,2017-11-17 23:59:59,230,True,adidas NMD CS1,False
Nike,Black/White,men,Black White,Nike React Element 55 Black White,2018-09-29 23:59:59,130,True,Nike React Element 55,False
Nike,Off Noir/Habanero Red-Thunder Grey,men,Safari Off Noir Habanero Red,Air Max 270 Safari Off Noir Habanero Red,2018-12-06 23:59:59,150,True,Air Max 270,False
Under Armour,Black/High Vis Yellow,men,Fox Theatre,Under Armour Curry 6 Fox Theatre,2019-01-04 23:59:59,130,True,Under Armour Curry 6,False
Jordan,Racer Blue/Team Orange-Black,men,Tinker,Jordan 10 Retro Tinker,2018-10-20 23:59:59,190,True,Jordan 10 Retro,False
Nike,White/Light Bone,men,Realtree White,Air Force 1 Low Realtree White,2019-01-04 23:59:59,100,False,Air Force 1 Low,False
Nike,Obsidian/Black-University Red,men,Denim,Air Foamposite One Denim,2018-09-28 23:59:59,230,True,Air Foamposite One,False
Nike,Blue Void/Black-Team Orange-Phantom,men,ISPA Blue Void Team Orange,Nike React Runner Mid WR ISPA Blue Void Team Orange,2018-11-21 23:59:59,180,True,Nike React Runner Mid WR,False
adidas,Core Black/Carbon/Active Blue,men,Core Black,adidas Nite Jogger Core Black,2019-01-12 23:59:59,140,False,adidas Nite Jogger,False
Nike,Black/Dark Grey-Aluminum-Black,men,Eggplant,Air VaporMax Plus Eggplant,2019-01-01 23:59:59,190,True,Air VaporMax Plus,False
Jordan,White/Varsity Red,men,Metallic Red (2017),Jordan 1 Retro Metallic Red (2017),2017-05-06 23:59:59,160,False,Jordan 1 Retro,False
adidas,White/White/Red,men,Multi-Color,adidas Ultra Boost 2.0 Multi-Color,2016-07-27 23:59:59,180,True,adidas Ultra Boost 2.0,False
Nike,Black/Volt-Metallic Silver-White,men,Japan,Air VaporMax 97 Japan,2018-03-09 23:59:59,190,True,Air VaporMax 97,False
Jordan,White/Infrared,men,Infrared White (2014),Jordan 6 Retro Infrared White (2014),2014-02-15 23:59:59,170,False,Jordan 6 Retro,False
Nike,Obsidian/University Red-Sail-Blue Nebula,men,Pull Tab Obsidian White,Air Max 97 Pull Tab Obsidian White,2018-05-01 23:59:59,170,False,Air Max 97,False
Nike,White/Black-Tropical Twist-Team Orange,men,Urban Bounce,Air VaporMax Run Utility Urban Bounce,2018-11-08 23:59:59,190,True,Air VaporMax Run Utility,False
